boundary_position,transition_id,canonical_id,transition_vintage,old_source,new_source,comparison_mode,old_data_vintage,new_data_vintage,reference_date,old_transformed,new_transformed,difference_new_minus_old
1,MONETARY_BASE__2020-01__AMBSL__to__BOGMBASE,MONETARY_BASE,2020-01,AMBSL,BOGMBASE,adjacent_vintage_bridge,2019-12,2020-01,1965-01-01,0.0008184256042125249,-0.027037220759350333,-0.027855646363562858
1,MONETARY_BASE__2020-01__AMBSL__to__BOGMBASE,MONETARY_BASE,2020-01,AMBSL,BOGMBASE,adjacent_vintage_bridge,2019-12,2020-01,1965-02-01,0.0027476167436613075,-0.0006583519943745841,-0.0034059687380358916
1,MONETARY_BASE__2020-01__AMBSL__to__BOGMBASE,MONETARY_BASE,2020-01,AMBSL,BOGMBASE,adjacent_vintage_bridge,2019-12,2020-01,1965-03-01,-0.0026582236819385763,0.014408613849083096,0.017066837531021672
1,MONETARY_BASE__2020-01__AMBSL__to__BOGMBASE,MONETARY_BASE,2020-01,AMBSL,BOGMBASE,adjacent_vintage_bridge,2019-12,2020-01,1965-04-01,-7.660172137269328e-05,0.003586351653778408,0.003662953375151101
1,MONETARY_BASE__2020-01__AMBSL__to__BOGMBASE,MONETARY_BASE,2020-01,AMBSL,BOGMBASE,adjacent_vintage_bridge,2019-12,2020-01,1965-05-01,-0.0011380148235682341,-0.005577422738651805,-0.004439407915083571
1,MONETARY_BASE__2020-01__AMBSL__to__BOGMBASE,MONETARY_BASE,2020-01,AMBSL,BOGMBASE,adjacent_vintage_bridge,2019-12,2020-01,1965-06-01,0.002671464594353079,0.00904161508649537,0.00637015049214229
1,MONETARY_BASE__2020-01__AMBSL__to__BOGMBASE,MONETARY_BASE,2020-01,AMBSL,BOGMBASE,adjacent_vintage_bridge,2019-12,2020-01,1965-07-01,-0.000521950441734198,0.0007499537506312492,0.0012719041923654473
1,MONETARY_BASE__2020-01__AMBSL__to__BOGMBASE,MONETARY_BASE,2020-01,AMBSL,BOGMBASE,adjacent_vintage_bridge,2019-12,2020-01,1965-08-01,0.00038893143833673705,-0.01480979563103979,-0.015198727069376528
1,MONETARY_BASE__2020-01__AMBSL__to__BOGMBASE,MONETARY_BASE,2020-01,AMBSL,BOGMBASE,adjacent_vintage_bridge,2019-12,2020-01,1965-09-01,-0.000658928069880993,0.01023088129399774,0.010889809363878733
1,MONETARY_BASE__2020-01__AMBSL__to__BOGMBASE,MONETARY_BASE,2020-01,AMBSL,BOGMBASE,adjacent_vintage_bridge,2019-12,2020-01,1965-10-01,0.004447700851303971,0.003022850057275761,-0.0014248507940282096
1,MONETARY_BASE__2020-01__AMBSL__to__BOGMBASE,MONETARY_BASE,2020-01,AMBSL,BOGMBASE,adjacent_vintage_bridge,2019-12,2020-01,1965-11-01,-0.004485400252318694,-0.0015322141647935439,0.0029531860875251503
